,Customer ID,Gender,Region,Age,Product Name,Category,Unit Price,Quantity,Total Price,Shipping Fee,Shipping Status,Order Date,Recency,Frequency,Monetary,RFM_Score,Segment,Order Month,Order Year
185,CUST0105,Male,East,27.0,Smartwatch,Wearables,200.0,5,1000,12.0,In Transit,2023-07-14,4,6,5150,554,Champions,2023-07,2023
186,CUST0004,Female,West,65.0,Keyboard,Accessories,50.0,3,150,19.62,In Transit,2023-12-06,1,5,6500,544,Champions,2023-12,2023
187,CUST0127,Male,North,62.0,Smartwatch,Wearables,200.0,2,400,11.66,Delivered,2023-08-31,64,3,3800,333,Loyal Customers,2023-08,2023
188,CUST0072,Male,South,21.0,Headphones,Accessories,100.0,1,100,11.24,Delivered,2023-09-02,113,2,500,211,Lost,2023-09,2023
189,CUST0216,Male,North,53.0,Smartphone,Electronics,800.0,4,3200,6.27,Returned,2023-04-06,69,5,6010,354,Loyal Customers,2023-04,2023
190,CUST0156,Female,South,57.0,Smartphone,Electronics,800.0,4,3200,16.09,In Transit,2023-12-29,6,4,12000,545,Champions,2023-12,2023
191,CUST0052,Male,North,66.0,Mouse,Accessories,30.0,4,120,8.24,Returned,2023-06-09,114,9,5860,254,At Risk,2023-06,2023
192,CUST0226,Female,West,49.0,Smartphone,Electronics,800.0,4,3200,17.91,In Transit,2023-06-14,88,3,6600,234,Needs Attention,2023-06,2023
193,CUST0270,Female,West,64.0,Laptop,Electronics,1500.0,1,1500,18.88,Returned,2023-07-14,137,4,2850,243,At Risk,2023-07,2023
194,CUST0269,Male,North,64.0,Monitor,Electronics,300.0,5,1500,6.93,Delivered,2023-04-23,32,4,10500,445,Champions,2023-04,2023
195,CUST0183,Female,West,42.0,Smartphone,Electronics,800.0,3,2400,7.22,Delivered,2023-10-21,75,3,3450,333,Loyal Customers,2023-10,2023
196,CUST0205,Male,South,43.0,Keyboard,Accessories,50.0,2,100,5.05,Delivered,2023-10-09,87,2,700,221,Lost,2023-10,2023
197,CUST0080,Female,East,51.0,Headphones,Accessories,100.0,1,100,19.84,Delivered,2023-05-27,99,3,5600,234,Needs Attention,2023-05,2023
198,CUST0208,Female,West,57.0,Laptop,Electronics,1500.0,1,1500,16.28,Returned,2023-02-01,107,5,2720,253,At Risk,2023-02,2023
199,CUST0186,Female,West,55.0,Mouse,Accessories,30.0,5,150,17.36,In Transit,2023-05-07,76,5,3480,353,Loyal Customers,2023-05,2023
200,CUST0109,Female,Unknown,57.0,Mouse,Accessories,30.0,1,30,9.59,In Transit,2023-03-12,118,5,6980,244,At Risk,2023-03,2023
201,CUST0028,Female,East,50.0,Headphones,Accessories,100.0,5,500,16.11,In Transit,2023-11-07,58,7,4850,353,Loyal Customers,2023-11,2023
202,CUST0083,Male,West,28.0,Keyboard,Accessories,50.0,2,100,9.48,Returned,2023-09-14,1,3,1900,532,Loyal Customers,2023-09,2023
203,CUST0027,Female,South,36.0,Monitor,Electronics,300.0,2,600,18.44,Returned,2023-03-19,80,3,6850,324,Big Spenders,2023-03,2023
204,CUST0203,Female,South,33.0,Keyboard,Accessories,50.0,5,250,8.43,In Transit,2023-10-05,91,5,12480,255,At Risk,2023-10,2023
205,CUST0095,Female,East,49.0,Laptop,Electronics,1500.0,5,7500,7.38,Returned,2023-06-18,16,9,22440,555,Champions,2023-06,2023
206,CUST0204,Male,North,54.0,Smartphone,Electronics,800.0,2,1600,6.45,Delivered,2023-03-16,76,9,29100,355,Loyal Customers,2023-03,2023
207,CUST0165,Male,West,49.0,Keyboard,Accessories,50.0,1,50,8.97,Returned,2023-05-23,10,2,250,521,New/Promising,2023-05,2023
208,CUST0269,Male,North,64.0,Headphones,Accessories,100.0,3,300,11.64,Returned,2023-11-24,32,4,10500,445,Champions,2023-11,2023
209,CUST0134,Male,North,49.0,Monitor,Electronics,300.0,5,1500,7.22,Returned,2023-08-05,152,3,3200,233,Needs Attention,2023-08,2023
210,CUST0116,Female,East,49.0,Headphones,Accessories,100.0,2,200,15.13,Delivered,2023-01-23,96,5,1520,242,At Risk,2023-01,2023
211,CUST0137,Female,West,19.0,Smartphone,Electronics,800.0,3,2400,11.21,Returned,2023-08-01,27,5,8700,455,Champions,2023-08,2023
212,CUST0100,Male,West,29.0,Keyboard,Accessories,50.0,2,100,5.18,Returned,2023-04-14,265,1,100,111,Lost,2023-04,2023
213,CUST0282,Male,North,68.0,Smartwatch,Wearables,200.0,3,600,7.93,In Transit,2023-06-22,36,4,10600,445,Champions,2023-06,2023
214,CUST0094,Male,North,30.0,Laptop,Electronics,1500.0,1,1500,14.53,In Transit,2023-04-18,13,2,1900,522,New/Promising,2023-04,2023
215,CUST0194,Female,West,61.0,Mouse,Accessories,30.0,1,30,10.41,Returned,2023-01-28,263,2,60,121,Lost,2023-01,2023
216,CUST0174,Female,North,49.0,Smartphone,Electronics,800.0,4,3200,9.45,Returned,2023-05-08,23,7,5630,454,Champions,2023-05,2023
217,CUST0273,Female,South,49.0,Laptop,Electronics,1500.0,2,3000,9.01,In Transit,2023-06-07,80,4,4390,343,Loyal Customers,2023-06,2023
218,CUST0188,Male,North,29.0,Smartphone,Electronics,800.0,5,4000,6.06,Delivered,2023-02-24,162,3,5350,134,Needs Attention,2023-02,2023
219,CUST0109,Male,West,57.0,Keyboard,Accessories,50.0,3,150,11.12,In Transit,2023-02-16,118,5,6980,244,At Risk,2023-02,2023
220,CUST0081,Male,West,38.0,Smartwatch,Wearables,200.0,3,600,19.89,Returned,2023-08-07,130,5,4200,243,At Risk,2023-08,2023
221,CUST0298,Male,North,58.0,Smartphone,Electronics,800.0,4,3200,18.55,Unknown,2023-04-04,54,4,5420,344,Loyal Customers,2023-04,2023
222,CUST0189,Female,East,38.0,Monitor,Electronics,300.0,1,300,11.89,In Transit,2023-05-01,169,4,5080,143,At Risk,2023-05,2023
223,CUST0092,Female,East,32.0,Smartphone,Electronics,800.0,3,2400,14.12,In Transit,2023-09-28,59,2,2550,323,Needs Attention,2023-09,2023
224,CUST0254,Female,West,49.0,Mouse,Accessories,30.0,2,60,7.56,Delivered,2023-12-25,10,1,60,511,New/Promising,2023-12,2023
225,CUST0150,Male,South,63.0,Headphones,Accessories,100.0,4,400,11.39,Delivered,2023-05-06,134,4,5950,244,At Risk,2023-05,2023
226,CUST0264,Female,West,59.0,Keyboard,Accessories,50.0,4,200,10.49,Delivered,2023-08-21,9,6,6150,554,Champions,2023-08,2023
227,CUST0105,Male,West,27.0,Headphones,Accessories,100.0,3,300,17.92,Returned,2023-03-13,4,6,5150,554,Champions,2023-03,2023
228,CUST0253,Female,West,51.0,Laptop,Electronics,1500.0,1,1500,12.36,Returned,2023-02-28,101,6,7750,255,At Risk,2023-02,2023
229,CUST0188,Male,West,29.0,Monitor,Electronics,300.0,4,1200,8.15,Delivered,2023-07-26,162,3,5350,134,Needs Attention,2023-07,2023
230,CUST0052,Male,East,66.0,Monitor,Electronics,300.0,2,600,19.1,Unknown,2023-07-02,114,9,5860,254,At Risk,2023-07,2023
231,CUST0204,Male,East,54.0,Smartwatch,Wearables,200.0,5,1000,10.03,Returned,2023-10-17,76,9,29100,355,Loyal Customers,2023-10,2023
232,CUST0180,Male,East,68.0,Monitor,Electronics,300.0,3,900,5.0,In Transit,2023-10-18,78,3,3950,333,Loyal Customers,2023-10,2023
233,CUST0189,Female,West,49.0,Laptop,Electronics,1500.0,3,4500,9.92,Delivered,2023-04-06,169,4,5080,143,At Risk,2023-04,2023
234,CUST0023,Female,South,29.0,Monitor,Electronics,300.0,3,900,18.32,Delivered,2023-07-20,64,5,10450,345,Loyal Customers,2023-07,2023
235,CUST0263,Female,West,40.0,Smartwatch,Wearables,200.0,1,200,8.82,Returned,2023-04-08,113,4,2400,242,At Risk,2023-04,2023
236,CUST0195,Male,West,48.0,Keyboard,Accessories,50.0,3,150,16.84,Returned,2023-01-08,65,3,1300,332,Loyal Customers,2023-01,2023
237,CUST0272,Female,West,52.0,Laptop,Electronics,1500.0,5,7500,9.45,Unknown,2023-05-13,109,6,9180,255,At Risk,2023-05,2023
238,CUST0256,Male,East,69.0,Monitor,Electronics,300.0,4,1200,8.25,Returned,2023-08-15,89,4,8250,245,At Risk,2023-08,2023
239,CUST0131,Male,North,67.0,Smartphone,Electronics,800.0,4,3200,14.61,In Transit,2023-09-18,48,8,21180,455,Champions,2023-09,2023
240,CUST0279,Female,North,59.0,Mouse,Accessories,30.0,1,30,6.08,Returned,2023-02-15,41,4,4180,443,Loyal Customers,2023-02,2023
241,CUST0250,Female,West,64.0,Smartwatch,Wearables,200.0,2,400,15.94,Delivered,2023-11-28,37,3,3500,433,Loyal Customers,2023-11,2023
242,CUST0012,Male,East,49.0,Mouse,Accessories,30.0,3,90,16.49,In Transit,2023-07-29,126,5,3990,243,At Risk,2023-07,2023
243,CUST0127,Female,South,62.0,Smartphone,Electronics,800.0,4,3200,6.66,In Transit,2023-07-10,64,3,3800,333,Loyal Customers,2023-07,2023
244,CUST0128,Female,North,52.0,Monitor,Electronics,300.0,3,900,11.04,Delivered,2023-10-25,71,5,6300,354,Loyal Customers,2023-10,2023
245,CUST0155,Male,West,41.0,Headphones,Accessories,100.0,3,300,11.98,Delivered,2023-06-12,85,4,3800,343,Loyal Customers,2023-06,2023
246,CUST0115,Male,South,53.0,Headphones,Accessories,100.0,5,500,5.93,In Transit,2023-07-22,166,3,1590,132,Needs Attention,2023-07,2023
247,CUST0115,Male,West,53.0,Smartwatch,Wearables,200.0,5,1000,19.43,Returned,2023-06-25,166,3,1590,132,Needs Attention,2023-06,2023
248,CUST0282,Male,East,68.0,Smartphone,Electronics,800.0,3,2400,8.23,Returned,2023-11-29,36,4,10600,445,Champions,2023-11,2023
249,CUST0158,Male,West,51.0,Smartphone,Electronics,800.0,1,800,18.58,Returned,2023-10-03,93,3,2300,232,Needs Attention,2023-10,2023
250,CUST0088,Female,South,66.0,Laptop,Electronics,1500.0,1,1500,13.16,In Transit,2023-02-06,27,4,8300,445,Champions,2023-02,2023
251,CUST0124,Male,South,53.0,Monitor,Electronics,300.0,2,600,8.51,Returned,2023-05-17,121,6,6000,254,At Risk,2023-05,2023
252,CUST0055,Female,North,45.0,Smartwatch,Wearables,200.0,2,400,10.82,Returned,2023-09-23,40,5,2000,442,Loyal Customers,2023-09,2023
253,CUST0201,Female,South,49.0,Laptop,Electronics,1500.0,3,4500,17.62,Returned,2023-12-25,1,8,8460,555,Champions,2023-12,2023
254,CUST0256,Female,West,69.0,Mouse,Accessories,30.0,5,150,9.07,Delivered,2023-02-19,89,4,8250,245,At Risk,2023-02,2023
255,CUST0055,Male,East,45.0,Keyboard,Accessories,50.0,1,50,11.27,Returned,2023-09-13,40,5,2000,442,Loyal Customers,2023-09,2023
256,CUST0076,Male,South,26.0,Monitor,Electronics,300.0,4,1200,6.9,Returned,2023-11-05,23,4,1930,432,Loyal Customers,2023-11,2023
257,CUST0273,Male,South,55.0,Monitor,Electronics,300.0,3,900,7.31,In Transit,2023-01-15,80,4,4390,343,Loyal Customers,2023-01,2023
258,CUST0022,Female,Unknown,33.0,Mouse,Accessories,30.0,1,30,15.29,Delivered,2023-02-27,44,5,5930,444,Champions,2023-02,2023
259,CUST0204,Male,East,54.0,Laptop,Electronics,1500.0,2,3000,12.68,Delivered,2023-05-11,76,9,29100,355,Loyal Customers,2023-05,2023
260,CUST0194,Female,South,61.0,Mouse,Accessories,30.0,1,30,19.54,In Transit,2023-04-16,263,2,60,121,Lost,2023-04,2023
261,CUST0138,Male,East,46.0,Smartphone,Electronics,800.0,4,3200,17.82,Unknown,2023-03-17,27,4,12350,445,Champions,2023-03,2023
262,CUST0071,Female,North,46.0,Mouse,Accessories,30.0,4,120,10.01,In Transit,2023-04-11,25,6,3520,453,Loyal Customers,2023-04,2023
263,CUST0044,Female,North,30.0,Keyboard,Accessories,50.0,4,200,16.61,Returned,2023-10-16,68,9,4550,353,Loyal Customers,2023-10,2023
264,CUST0273,Male,South,55.0,Headphones,Accessories,100.0,4,400,18.99,In Transit,2023-10-16,80,4,4390,343,Loyal Customers,2023-10,2023
265,CUST0196,Female,East,37.0,Headphones,Accessories,100.0,4,400,11.4,Delivered,2023-02-22,8,7,6590,554,Champions,2023-02,2023
266,CUST0212,Female,East,62.0,Mouse,Accessories,30.0,2,60,8.36,Delivered,2023-07-17,47,4,10060,445,Champions,2023-07,2023
267,CUST0106,Female,East,49.0,Mouse,Accessories,30.0,5,150,10.03,Delivered,2023-06-30,28,5,11150,445,Champions,2023-06,2023
268,CUST0133,Male,North,47.0,Headphones,Accessories,100.0,3,300,15.0,Delivered,2023-07-09,22,7,11100,555,Champions,2023-07,2023
269,CUST0262,Male,West,27.0,Mouse,Accessories,30.0,4,120,16.05,Returned,2023-05-07,73,2,320,321,Needs Attention,2023-05,2023
270,CUST0280,Female,East,44.0,Keyboard,Accessories,50.0,4,200,12.3,In Transit,2023-03-22,206,3,1050,132,Needs Attention,2023-03,2023
271,CUST0074,Male,North,36.0,Smartwatch,Wearables,200.0,2,400,12.03,Returned,2023-08-28,129,1,400,211,Lost,2023-08,2023
272,CUST0300,Female,East,49.0,Mouse,Accessories,30.0,3,90,11.56,In Transit,2023-01-17,81,2,890,321,Needs Attention,2023-01,2023
273,CUST0027,Female,North,36.0,Laptop,Electronics,1500.0,4,6000,11.21,Unknown,2023-10-16,80,3,6850,324,Big Spenders,2023-10,2023
274,CUST0016,Male,South,61.0,Smartphone,Electronics,800.0,1,800,17.43,Delivered,2023-01-10,39,5,2900,443,Loyal Customers,2023-01,2023
275,CUST0152,Male,South,69.0,Smartphone,Electronics,800.0,3,2400,13.57,Returned,2023-03-25,51,6,5730,354,Loyal Customers,2023-03,2023
276,CUST0278,Female,East,52.0,Smartwatch,Wearables,200.0,3,600,10.21,In Transit,2023-01-29,340,1,600,111,Lost,2023-01,2023
277,CUST0095,Female,South,60.0,Smartphone,Electronics,800.0,5,4000,18.75,Delivered,2023-01-19,16,9,22440,555,Champions,2023-01,2023
278,CUST0229,Male,West,45.0,Monitor,Electronics,300.0,1,300,16.7,Delivered,2023-09-16,110,4,1090,242,At Risk,2023-09,2023
279,CUST0128,Male,West,52.0,Monitor,Electronics,300.0,1,300,14.67,Delivered,2023-07-21,71,5,6300,354,Loyal Customers,2023-07,2023
280,CUST0032,Female,South,63.0,Monitor,Electronics,300.0,5,1500,18.0,Returned,2023-03-21,5,4,7720,535,Loyal Customers,2023-03,2023
281,CUST0283,Female,South,67.0,Keyboard,Accessories,50.0,5,250,10.04,In Transit,2023-05-03,57,4,5840,344,Loyal Customers,2023-05,2023
282,CUST0238,Male,West,26.0,Keyboard,Accessories,50.0,4,200,10.23,Delivered,2023-01-24,1,5,1720,552,Loyal Customers,2023-01,2023
283,CUST0051,Male,West,41.0,Smartwatch,Wearables,200.0,4,800,8.56,Returned,2024-01-03,1,2,5300,514,New/Promising,2024-01,2024
284,CUST0144,Female,South,49.0,Smartphone,Electronics,800.0,5,4000,10.52,Delivered,2023-12-01,34,5,17320,455,Champions,2023-12,2023
285,CUST0134,Male,South,58.0,Monitor,Electronics,300.0,5,1500,19.72,Delivered,2023-05-16,152,3,3200,233,Needs Attention,2023-05,2023
286,CUST0129,Male,South,66.0,Mouse,Accessories,30.0,2,60,9.19,In Transit,2023-05-07,51,5,13460,355,Loyal Customers,2023-05,2023
287,CUST0148,Female,West,67.0,Headphones,Accessories,100.0,2,200,19.58,Returned,2023-06-01,56,5,1670,352,Loyal Customers,2023-06,2023
288,CUST0211,Male,North,35.0,Smartphone,Electronics,800.0,5,4000,15.61,In Transit,2023-01-27,10,4,5640,544,Champions,2023-01,2023
289,CUST0272,Male,South,52.0,Keyboard,Accessories,50.0,2,100,13.78,Delivered,2023-09-04,109,6,9180,255,At Risk,2023-09,2023
290,CUST0092,Female,East,32.0,Mouse,Accessories,30.0,5,150,15.68,Delivered,2023-11-06,59,2,2550,323,Needs Attention,2023-11,2023
291,CUST0203,Female,Unknown,33.0,Smartwatch,Wearables,200.0,1,200,14.86,Returned,2023-09-24,91,5,12480,255,At Risk,2023-09,2023
292,CUST0109,Male,North,57.0,Smartwatch,Wearables,200.0,1,200,13.34,Returned,2023-09-08,118,5,6980,244,At Risk,2023-09,2023
293,CUST0204,Female,South,54.0,Laptop,Electronics,1500.0,5,7500,5.02,Returned,2023-08-28,76,9,29100,355,Loyal Customers,2023-08,2023
294,CUST0291,Male,West,49.0,Smartwatch,Wearables,200.0,4,800,18.56,Delivered,2023-03-18,220,4,2630,143,At Risk,2023-03,2023
295,CUST0153,Female,South,40.0,Headphones,Accessories,100.0,5,500,14.22,Delivered,2023-02-02,44,3,860,431,Loyal Customers,2023-02,2023
296,CUST0220,Male,North,67.0,Headphones,Accessories,100.0,5,500,13.85,Returned,2023-03-15,179,4,3650,143,At Risk,2023-03,2023
297,CUST0199,Female,North,41.0,Mouse,Accessories,30.0,3,90,18.37,Returned,2024-01-03,1,6,6340,554,Champions,2024-01,2024
298,CUST0245,Male,West,63.0,Smartphone,Electronics,800.0,2,1600,19.63,Delivered,2023-12-27,8,3,1720,532,Loyal Customers,2023-12,2023
299,CUST0228,Male,North,25.0,Smartphone,Electronics,800.0,1,800,5.64,In Transit,2023-09-23,28,6,5370,454,Champions,2023-09,2023
300,CUST0106,Male,North,50.0,Laptop,Electronics,1500.0,5,7500,15.14,In Transit,2023-06-08,28,5,11150,445,Champions,2023-06,2023
301,CUST0174,Male,West,68.0,Mouse,Accessories,30.0,4,120,14.02,Returned,2023-09-13,23,7,5630,454,Champions,2023-09,2023
302,CUST0161,Male,West,62.0,Smartwatch,Wearables,200.0,3,600,17.9,Returned,2023-01-03,366,1,600,111,Lost,2023-01,2023
303,CUST0204,Male,South,54.0,Smartphone,Electronics,800.0,1,800,7.77,Returned,2023-07-23,76,9,29100,355,Loyal Customers,2023-07,2023
304,CUST0062,Male,West,43.0,Smartwatch,Wearables,200.0,2,400,13.02,Delivered,2023-10-08,63,3,1700,322,Needs Attention,2023-10,2023
305,CUST0114,Male,South,60.0,Keyboard,Accessories,50.0,1,50,6.25,In Transit,2023-02-06,145,3,3350,233,Needs Attention,2023-02,2023
306,CUST0102,Male,West,25.0,Monitor,Electronics,300.0,3,900,9.94,Delivered,2023-10-21,75,1,900,311,Needs Attention,2023-10,2023
307,CUST0140,Male,East,50.0,Smartphone,Electronics,800.0,1,800,10.36,Returned,2023-05-25,224,3,1090,132,Needs Attention,2023-05,2023
308,CUST0142,Female,South,32.0,Smartphone,Electronics,800.0,1,800,8.45,Returned,2023-04-28,9,7,5150,554,Champions,2023-04,2023
309,CUST0016,Male,East,61.0,Smartphone,Electronics,800.0,2,1600,19.07,Delivered,2023-10-03,39,5,2900,443,Loyal Customers,2023-10,2023
310,CUST0023,Male,South,49.0,Keyboard,Accessories,50.0,5,250,10.03,Returned,2023-11-01,64,5,10450,345,Loyal Customers,2023-11,2023
311,CUST0008,Female,West,18.0,Mouse,Accessories,30.0,4,120,8.76,In Transit,2023-06-30,188,4,1370,132,Needs Attention,2023-06,2023
312,CUST0268,Male,North,21.0,Monitor,Electronics,300.0,2,600,5.69,Returned,2023-08-03,27,5,3540,453,Loyal Customers,2023-08,2023
313,CUST0162,Male,East,69.0,Headphones,Accessories,100.0,1,100,6.43,Returned,2023-05-26,87,3,5400,234,Needs Attention,2023-05,2023
314,CUST0121,Female,West,66.0,Smartwatch,Wearables,200.0,5,1000,19.19,Returned,2023-09-19,23,2,1150,422,New/Promising,2023-09,2023
315,CUST0047,Female,West,41.0,Smartwatch,Wearables,200.0,3,600,10.92,Returned,2023-06-18,75,3,2300,322,Needs Attention,2023-06,2023
316,CUST0148,Male,East,67.0,Keyboard,Accessories,50.0,5,250,11.17,In Transit,2023-03-03,56,5,1670,352,Loyal Customers,2023-03,2023
317,CUST0251,Female,East,42.0,Smartphone,Electronics,800.0,3,2400,10.65,In Transit,2023-11-18,47,3,5460,434,Loyal Customers,2023-11,2023
318,CUST0028,Female,West,50.0,Monitor,Electronics,300.0,1,300,14.36,Delivered,2023-08-05,58,7,4850,353,Loyal Customers,2023-08,2023
319,CUST0174,Female,East,68.0,Headphones,Accessories,100.0,4,400,11.92,In Transit,2023-10-31,23,7,5630,454,Champions,2023-10,2023
320,CUST0296,Female,East,50.0,Smartphone,Electronics,800.0,5,4000,13.43,Returned,2023-08-11,1,6,7130,554,Champions,2023-08,2023
321,CUST0085,Male,Unknown,49.0,Smartphone,Electronics,800.0,1,800,16.2,Returned,2023-11-25,40,3,5050,433,Loyal Customers,2023-11,2023
322,CUST0281,Male,West,44.0,Laptop,Electronics,1500.0,5,7500,7.21,Delivered,2023-11-21,38,8,17850,455,Champions,2023-11,2023
323,CUST0010,Female,East,37.0,Headphones,Accessories,100.0,3,300,7.41,Delivered,2023-03-27,8,6,10000,555,Champions,2023-03,2023
324,CUST0186,Female,West,55.0,Laptop,Electronics,1500.0,1,1500,19.04,In Transit,2023-10-20,76,5,3480,353,Loyal Customers,2023-10,2023
325,CUST0281,Female,North,44.0,Laptop,Electronics,1500.0,2,3000,9.87,Delivered,2023-11-27,38,8,17850,455,Champions,2023-11,2023
326,CUST0031,Female,East,67.0,Smartphone,Electronics,800.0,5,4000,9.6,In Transit,2023-10-22,21,7,12800,555,Champions,2023-10,2023
327,CUST0270,Female,East,49.0,Headphones,Accessories,100.0,3,300,13.33,Delivered,2023-02-10,137,4,2850,243,At Risk,2023-02,2023
328,CUST0039,Female,North,60.0,Smartphone,Electronics,800.0,2,1600,19.2,In Transit,2023-08-11,25,4,3500,433,Loyal Customers,2023-08,2023
329,CUST0063,Male,South,20.0,Keyboard,Accessories,50.0,1,50,17.61,Returned,2023-08-13,59,4,9550,335,Loyal Customers,2023-08,2023
330,CUST0097,Female,East,34.0,Smartwatch,Wearables,200.0,1,200,17.66,Returned,2023-05-21,193,2,800,121,Lost,2023-05,2023
331,CUST0067,Female,North,19.0,Laptop,Electronics,1500.0,4,6000,14.45,Delivered,2023-11-08,57,1,6000,314,Big Spenders,2023-11,2023
332,CUST0124,Female,East,49.0,Smartphone,Electronics,800.0,4,3200,19.17,In Transit,2023-06-17,121,6,6000,254,At Risk,2023-06,2023
333,CUST0284,Female,South,64.0,Monitor,Electronics,300.0,3,900,19.12,In Transit,2023-06-17,156,5,2550,153,At Risk,2023-06,2023
334,CUST0010,Male,West,37.0,Monitor,Electronics,300.0,1,300,9.72,Returned,2023-03-30,8,6,10000,555,Champions,2023-03,2023
335,CUST0276,Female,West,66.0,Monitor,Electronics,300.0,1,300,18.63,Delivered,2023-11-01,34,7,9230,455,Champions,2023-11,2023
336,CUST0256,Male,South,69.0,Smartphone,Electronics,800.0,3,2400,5.26,Unknown,2023-10-07,89,4,8250,245,At Risk,2023-10,2023
337,CUST0221,Female,South,33.0,Mouse,Accessories,30.0,2,60,15.69,Delivered,2023-10-21,64,3,1110,332,Loyal Customers,2023-10,2023
338,CUST0062,Female,West,43.0,Monitor,Electronics,300.0,3,900,8.58,Returned,2023-11-02,63,3,1700,322,Needs Attention,2023-11,2023
339,CUST0219,Female,South,48.0,Headphones,Accessories,100.0,1,100,9.55,Delivered,2023-01-23,98,4,510,241,At Risk,2023-01,2023
340,CUST0053,Male,Unknown,25.0,Keyboard,Accessories,50.0,3,150,11.95,Returned,2023-10-18,45,5,7550,444,Champions,2023-10,2023
341,CUST0144,Female,South,54.0,Smartphone,Electronics,800.0,4,3200,7.86,Returned,2023-08-07,34,5,17320,455,Champions,2023-08,2023
342,CUST0081,Male,South,38.0,Monitor,Electronics,300.0,5,1500,12.67,In Transit,2023-01-05,130,5,4200,243,At Risk,2023-01,2023
343,CUST0044,Female,South,30.0,Monitor,Electronics,300.0,2,600,16.31,Delivered,2023-07-25,68,9,4550,353,Loyal Customers,2023-07,2023
344,CUST0055,Female,South,45.0,Smartwatch,Wearables,200.0,3,600,18.24,Returned,2023-11-25,40,5,2000,442,Loyal Customers,2023-11,2023
345,CUST0272,Male,North,52.0,Mouse,Accessories,30.0,3,90,11.88,Returned,2023-05-18,109,6,9180,255,At Risk,2023-05,2023
346,CUST0126,Female,South,66.0,Mouse,Accessories,30.0,2,60,5.53,In Transit,2023-10-16,11,5,2560,553,Loyal Customers,2023-10,2023
347,CUST0167,Male,South,67.0,Smartwatch,Wearables,200.0,3,600,8.01,Delivered,2023-03-27,21,2,800,521,New/Promising,2023-03,2023
348,CUST0043,Female,South,22.0,Mouse,Accessories,30.0,4,120,19.24,In Transit,2023-10-25,71,3,520,321,Needs Attention,2023-10,2023
349,CUST0201,Male,West,49.0,Monitor,Electronics,300.0,2,600,7.0,In Transit,2023-09-21,1,8,8460,555,Champions,2023-09,2023
350,CUST0237,Male,South,65.0,Smartwatch,Wearables,200.0,3,600,6.94,In Transit,2024-01-03,1,1,600,511,New/Promising,2024-01,2024
351,CUST0028,Female,East,49.0,Laptop,Electronics,1500.0,1,1500,6.62,Delivered,2023-02-22,58,7,4850,353,Loyal Customers,2023-02,2023
352,CUST0150,Female,North,63.0,Monitor,Electronics,300.0,3,900,19.87,Delivered,2023-08-23,134,4,5950,244,At Risk,2023-08,2023
353,CUST0247,Male,South,44.0,Keyboard,Accessories,50.0,2,100,10.09,Delivered,2023-08-01,156,4,5600,144,At Risk,2023-08,2023
354,CUST0058,Female,East,42.0,Monitor,Electronics,300.0,2,600,6.22,In Transit,2023-08-06,51,6,8500,355,Loyal Customers,2023-08,2023
355,CUST0281,Male,West,49.0,Laptop,Electronics,1500.0,4,6000,7.66,Returned,2023-01-01,38,8,17850,455,Champions,2023-01,2023
356,CUST0041,Male,East,64.0,Smartphone,Electronics,800.0,4,3200,5.82,Returned,2023-10-02,94,2,6400,214,Needs Attention,2023-10,2023
357,CUST0204,Male,East,54.0,Monitor,Electronics,300.0,4,1200,18.4,Delivered,2023-04-29,76,9,29100,355,Loyal Customers,2023-04,2023
358,CUST0095,Female,North,60.0,Smartwatch,Wearables,200.0,2,400,18.88,Delivered,2023-07-24,16,9,22440,555,Champions,2023-07,2023
359,CUST0272,Female,North,52.0,Smartwatch,Wearables,200.0,3,600,15.36,In Transit,2023-09-17,109,6,9180,255,At Risk,2023-09,2023
360,CUST0069,Male,East,49.0,Monitor,Electronics,300.0,4,1200,16.88,In Transit,2023-09-26,28,4,7700,435,Loyal Customers,2023-09,2023
361,CUST0202,Male,South,56.0,Headphones,Accessories,100.0,4,400,19.94,In Transit,2023-06-07,1,4,5090,544,Champions,2023-06,2023
362,CUST0054,Female,North,64.0,Headphones,Accessories,100.0,1,100,10.32,Delivered,2023-03-12,89,3,950,222,Lost,2023-03,2023
363,CUST0187,Female,East,25.0,Keyboard,Accessories,50.0,4,200,7.33,Delivered,2023-10-24,72,2,7700,325,Big Spenders,2023-10,2023
364,CUST0065,Male,South,41.0,Smartphone,Electronics,800.0,5,4000,6.41,In Transit,2023-12-01,34,5,6500,444,Champions,2023-12,2023
365,CUST0019,Male,West,69.0,Smartwatch,Wearables,200.0,1,200,12.86,In Transit,2023-08-16,58,4,3750,333,Loyal Customers,2023-08,2023
366,CUST0054,Female,North,64.0,Keyboard,Accessories,50.0,1,50,13.13,In Transit,2023-02-13,89,3,950,222,Lost,2023-02,2023
367,CUST0018,Female,Unknown,38.0,Mouse,Accessories,30.0,2,60,17.21,In Transit,2023-11-28,37,3,910,421,New/Promising,2023-11,2023
368,CUST0059,Male,North,18.0,Laptop,Electronics,1500.0,2,3000,7.81,Returned,2023-06-22,137,4,6290,234,Needs Attention,2023-06,2023
369,CUST0075,Female,South,56.0,Mouse,Accessories,30.0,5,150,5.44,In Transit,2023-06-23,141,2,750,221,Lost,2023-06,2023
370,CUST0129,Female,East,66.0,Smartphone,Electronics,800.0,3,2400,19.63,Delivered,2023-07-28,51,5,13460,355,Loyal Customers,2023-07,2023
